date,region,temperature_c,energy_kwh,season
2023-08-17,North,10.7,303.5,Summer
2023-08-18,North,11.2,279.6,Summer
2023-08-19,North,7.9,449.2,Summer
2023-08-20,North,10.4,319.6,Summer
2023-08-21,North,10.2,330.8,Summer
2023-08-22,North,10.7,305.9,Summer
2023-08-23,North,12.3,244.0,Summer
2023-08-24,North,11.4,280.1,Summer
2023-08-25,North,12.8,214.2,Summer
2023-08-26,North,12.4,232.5,Summer
2023-08-27,North,8.6,413.4,Summer
2023-08-28,North,8.1,431.5,Summer
2023-08-29,North,3.7,716.0,Summer
2023-08-30,North,15.5,130.5,Summer
2023-08-31,North,9.3,375.4,Summer
2023-09-01,North,10.4,315.4,Autumn
2023-09-02,North,8.1,436.9,Autumn
2023-09-03,North,6.3,540.0,Autumn
2023-09-04,North,8.9,396.1,Autumn
2023-09-05,North,12.9,221.3,Autumn
2023-09-06,North,9.8,344.0,Autumn
2023-09-07,North,9.1,377.7,Autumn
2023-09-08,North,7.0,503.5,Autumn
2023-09-09,North,9.4,364.2,Autumn
2023-09-10,North,8.9,390.8,Autumn
2023-09-11,North,9.8,351.1,Autumn
2023-09-12,North,4.6,657.3,Autumn
2023-09-13,North,6.6,524.5,Autumn
2023-09-14,North,7.1,492.4,Autumn
2023-09-15,North,7.5,470.5,Autumn
2023-09-16,North,10.0,338.5,Autumn
2023-09-17,North,7.0,501.3,Autumn
2023-09-18,North,9.4,372.1,Autumn
2023-09-19,North,8.6,409.0,Autumn
2023-09-20,North,7.5,473.1,Autumn
2023-09-21,North,7.3,485.6,Autumn
2023-09-22,North,9.1,386.1,Autumn
2023-09-23,North,10.9,294.6,Autumn
2023-09-24,North,8.1,435.2,Autumn
2023-09-25,North,9.3,378.7,Autumn
2023-09-26,North,7.0,499.4,Autumn
2023-09-27,North,8.3,426.1,Autumn
2023-09-28,North,9.1,384.1,Autumn
2023-09-29,North,5.8,569.4,Autumn
2023-09-30,North,7.8,451.9,Autumn
2023-10-01,North,7.5,468.4,Autumn
2023-10-02,North,11.5,275.2,Autumn
2023-10-03,North,7.1,495.2,Autumn
2023-10-04,North,9.6,356.6,Autumn
2023-10-05,North,9.2,380.0,Autumn
2023-10-06,North,6.5,527.6,Autumn
2023-10-07,North,8.4,418.9,Autumn
2023-10-08,North,7.9,447.8,Autumn
2023-10-09,North,11.1,282.9,Autumn
2023-10-10,North,9.6,352.1,Autumn
2023-10-11,North,9.6,358.4,Autumn
2023-10-12,North,5.2,614.2,Autumn
2023-10-13,North,10.1,325.7,Autumn
2023-10-14,North,11.8,254.3,Autumn
2023-10-15,North,7.9,445.5,Autumn
2023-10-16,North,8.6,414.6,Autumn
2023-10-17,North,6.7,518.0,Autumn
2023-10-18,North,12.0,252.4,Autumn
2023-10-19,North,10.0,336.9,Autumn
2023-10-20,North,7.7,455.9,Autumn
2023-10-21,North,7.8,451.4,Autumn
2023-10-22,North,9.9,349.3,Autumn
2023-10-23,North,6.3,548.9,Autumn
2023-10-24,North,14.9,155.3,Autumn
2023-10-25,North,9.3,378.5,Autumn
2023-10-26,North,10.3,326.6,Autumn
2023-10-27,North,11.4,277.8,Autumn
2023-10-28,North,11.1,288.6,Autumn
2023-10-29,North,10.8,303.3,Autumn
2023-10-30,North,9.1,383.8,Autumn
2023-10-31,North,7.9,445.1,Autumn
2023-11-01,North,10.5,316.2,Autumn
2023-11-02,North,10.2,324.1,Autumn
2023-11-03,North,7.1,494.6,Autumn
2023-11-04,North,7.7,458.0,Autumn
2023-11-05,North,12.1,249.9,Autumn
2023-11-06,North,8.9,392.8,Autumn
2023-11-07,North,11.1,287.7,Autumn
2023-11-08,North,9.8,348.7,Autumn
2023-11-09,North,11.8,258.8,Autumn
2023-11-10,North,11.2,280.7,Autumn
2023-11-11,North,10.9,300.0,Autumn
2023-11-12,North,9.2,373.5,Autumn
2023-11-13,North,9.4,367.8,Autumn
2023-11-14,North,8.4,419.1,Autumn
2023-11-15,North,12.0,254.3,Autumn
2023-11-16,North,10.9,294.2,Autumn
2023-11-17,North,9.7,350.6,Autumn
2023-11-18,North,11.8,261.4,Autumn
2023-11-19,North,12.3,238.0,Autumn
2023-11-20,North,13.4,197.0,Autumn
2023-11-21,North,12.2,247.7,Autumn
2023-11-22,North,10.0,338.9,Autumn
2023-11-23,North,12.6,226.1,Autumn
2023-11-24,North,12.2,244.2,Autumn
2023-11-25,North,16.5,108.6,Autumn
2023-11-26,North,9.3,369.4,Autumn
2023-11-27,North,11.9,255.3,Autumn
2023-11-28,North,10.4,320.6,Autumn
2023-11-29,North,10.7,304.6,Autumn
2023-11-30,North,14.0,181.3,Autumn
2023-12-01,North,11.0,287.2,Winter
2023-12-02,North,14.5,159.4,Winter
2023-12-03,North,8.7,401.1,Winter
2023-12-04,North,12.2,249.0,Winter
2023-12-05,North,14.6,167.3,Winter
2023-12-06,North,15.7,128.8,Winter
2023-12-07,North,18.9,65.8,Winter
2023-12-08,North,11.5,266.8,Winter
2023-12-09,North,15.0,141.8,Winter
2023-12-10,North,16.9,101.9,Winter
2023-12-11,North,10.1,335.9,Winter
2023-12-12,North,12.0,249.8,Winter
2023-12-13,North,12.9,214.5,Winter
2023-12-14,North,14.2,176.0,Winter
2023-12-15,North,15.0,144.4,Winter
2023-12-16,North,14.8,157.8,Winter
2023-12-17,North,16.6,106.2,Winter
2023-12-18,North,14.4,165.9,Winter
2023-12-19,North,17.7,86.0,Winter
2023-12-20,North,17.9,81.3,Winter
2023-12-21,North,17.0,98.3,Winter
2023-12-22,North,19.3,67.0,Winter
2023-12-23,North,15.4,135.3,Winter
2023-12-24,North,19.9,53.8,Winter
2023-12-25,North,18.0,80.2,Winter
2023-12-26,North,20.9,52.9,Winter
2023-12-27,North,16.9,104.5,Winter
2023-12-28,North,16.2,115.6,Winter
2023-12-29,North,16.2,118.9,Winter
2023-12-30,North,16.5,113.1,Winter
2023-12-31,North,12.8,223.1,Winter
2024-01-01,North,21.2,51.9,Winter
2024-01-02,North,16.2,114.7,Winter
2024-01-03,North,18.6,66.4,Winter
2024-01-04,North,18.7,71.3,Winter
2024-01-05,North,18.1,86.2,Winter
2024-01-06,North,19.7,59.1,Winter
2024-01-07,North,19.4,60.0,Winter
2024-01-08,North,19.4,61.1,Winter
2024-01-09,North,21.1,55.5,Winter
2024-01-10,North,21.6,54.8,Winter
2024-01-11,North,15.4,131.8,Winter
2024-01-12,North,21.5,52.4,Winter
2024-01-13,North,18.2,77.4,Winter
2024-01-14,North,20.5,52.3,Winter
2024-01-15,North,21.8,47.7,Winter
2024-01-16,North,20.4,54.6,Winter
2024-01-17,North,16.2,120.9,Winter
2024-01-18,North,21.8,50.9,Winter
2024-01-19,North,21.2,49.1,Winter
2024-01-20,North,23.6,55.4,Winter
2024-01-21,North,20.2,49.5,Winter
2024-01-22,North,18.8,72.9,Winter
2024-01-23,North,20.7,56.1,Winter
2024-01-24,North,19.9,56.1,Winter
2024-01-25,North,22.8,49.9,Winter
2024-01-26,North,24.4,65.2,Winter
2024-01-27,North,20.6,53.5,Winter
2024-01-28,North,25.2,72.7,Winter
2024-01-29,North,24.2,57.6,Winter
2024-01-30,North,20.9,56.7,Winter
2024-01-31,North,20.5,57.6,Winter
2024-02-01,North,21.9,53.8,Winter
2024-02-02,North,23.3,53.1,Winter
2024-02-03,North,21.8,49.1,Winter
2024-02-04,North,25.1,68.3,Winter
2024-02-05,North,24.9,63.3,Winter
2024-02-06,North,23.6,57.3,Winter
2024-02-07,North,24.8,62.7,Winter
2024-02-08,North,25.1,71.9,Winter
2024-02-09,North,24.6,66.7,Winter
2024-02-10,North,24.0,54.1,Winter
2024-02-11,North,22.9,52.7,Winter
2024-02-12,North,26.7,94.1,Winter
2024-02-13,North,23.2,50.1,Winter
2024-02-14,North,23.7,51.2,Winter
2024-02-15,North,24.6,66.6,Winter
2024-02-16,North,23.5,59.7,Winter
2024-02-17,North,24.4,64.6,Winter
2024-02-18,North,25.6,80.5,Winter
2024-02-19,North,25.0,67.3,Winter
2024-02-20,North,23.8,52.5,Winter
2024-02-21,North,25.8,80.6,Winter
2024-02-22,North,25.8,79.1,Winter
2024-02-23,North,24.1,58.6,Winter
2024-02-24,North,26.4,90.1,Winter
2024-02-25,North,29.1,150.5,Winter
2024-02-26,North,27.6,113.1,Winter
2024-02-27,North,26.8,89.3,Winter
2024-02-28,North,28.0,118.6,Winter
2024-02-29,North,27.4,109.5,Winter
2024-03-01,North,24.2,55.8,Spring
2024-03-02,North,26.1,85.0,Spring
2024-03-03,North,23.2,49.8,Spring
2024-03-04,North,26.5,91.0,Spring
2024-03-05,North,28.8,142.3,Spring
2024-03-06,North,25.2,72.2,Spring
2024-03-07,North,24.7,63.2,Spring
2024-03-08,North,27.2,99.3,Spring
2024-03-09,North,28.5,135.4,Spring
2024-03-10,North,28.1,117.9,Spring
2024-03-11,North,30.6,195.5,Spring
2024-03-12,North,26.3,86.6,Spring
2024-03-13,North,28.7,146.3,Spring
2024-03-14,North,28.9,146.3,Spring
2024-03-15,North,28.1,127.4,Spring
2024-03-16,North,26.7,92.1,Spring
2024-03-17,North,27.6,112.1,Spring
2024-03-18,North,30.2,187.1,Spring
2024-03-19,North,24.6,67.7,Spring
2024-03-20,North,28.5,136.7,Spring
2024-03-21,North,30.1,181.0,Spring
2024-03-22,North,31.3,225.1,Spring
2024-03-23,North,28.3,130.9,Spring
2024-03-24,North,32.5,269.7,Spring
2024-03-25,North,29.1,149.3,Spring
2024-03-26,North,31.0,207.1,Spring
2024-03-27,North,30.6,187.4,Spring
2024-03-28,North,27.4,102.4,Spring
2024-03-29,North,29.1,152.1,Spring
2024-03-30,North,23.4,48.2,Spring
2024-03-31,North,31.6,232.6,Spring
2024-04-01,North,27.0,98.8,Spring
2024-04-02,North,28.9,149.8,Spring
2024-04-03,North,26.2,83.3,Spring
2024-04-04,North,24.5,65.1,Spring
2024-04-05,North,25.9,83.8,Spring
2024-04-06,North,27.3,104.5,Spring
2024-04-07,North,28.2,129.2,Spring
2024-04-08,North,30.7,201.3,Spring
2024-04-09,North,29.7,171.9,Spring
2024-04-10,North,30.2,185.6,Spring
2024-04-11,North,26.1,80.1,Spring
2024-04-12,North,28.1,125.6,Spring
2024-04-13,North,27.0,100.1,Spring
2024-04-14,North,28.6,137.0,Spring
2024-04-15,North,26.0,84.4,Spring
2024-04-16,North,29.6,167.6,Spring
2024-04-17,North,29.9,177.5,Spring
2024-04-18,North,27.2,104.6,Spring
2024-04-19,North,27.9,115.5,Spring
2024-04-20,North,27.8,112.5,Spring
2024-04-21,North,28.1,126.0,Spring
2024-04-22,North,27.3,104.4,Spring
2024-04-23,North,28.0,119.3,Spring
2024-04-24,North,28.0,122.5,Spring
2024-04-25,North,26.3,92.8,Spring
2024-04-26,North,27.6,118.1,Spring
2024-04-27,North,29.5,163.1,Spring
2024-04-28,North,26.7,92.2,Spring
2024-04-29,North,30.1,179.5,Spring
2024-04-30,North,24.1,59.1,Spring
2024-05-01,North,28.2,129.2,Spring
2024-05-02,North,27.7,116.3,Spring
2024-05-03,North,22.1,51.2,Spring
2024-05-04,North,24.9,67.6,Spring
2024-05-05,North,24.0,57.3,Spring
2024-05-06,North,25.2,70.1,Spring
2024-05-07,North,22.9,52.6,Spring
2024-05-08,North,30.1,186.0,Spring
2024-05-09,North,21.8,50.1,Spring
2024-05-10,North,23.4,55.7,Spring
2024-05-11,North,21.4,47.6,Spring
2024-05-12,North,26.4,94.4,Spring
2024-05-13,North,27.9,122.7,Spring
2024-05-14,North,22.8,54.0,Spring
2024-05-15,North,26.5,88.0,Spring
2024-05-16,North,23.7,59.8,Spring
2024-05-17,North,25.9,82.6,Spring
2024-05-18,North,28.1,121.4,Spring
2024-05-19,North,21.0,44.3,Spring
2024-05-20,North,25.3,71.3,Spring
2024-05-21,North,22.9,56.4,Spring
2024-05-22,North,26.2,80.8,Spring
2024-05-23,North,27.8,115.4,Spring
2024-05-24,North,22.1,51.4,Spring
2024-05-25,North,25.0,64.7,Spring
2024-05-26,North,23.1,49.2,Spring
2024-05-27,North,20.9,49.4,Spring
2024-05-28,North,24.3,62.2,Spring
2024-05-29,North,24.2,52.7,Spring
2024-05-30,North,21.8,54.9,Spring
2024-05-31,North,22.9,51.4,Spring
2024-06-01,North,20.0,54.5,Summer
2024-06-02,North,23.0,52.5,Summer
2024-06-03,North,25.3,75.5,Summer
2024-06-04,North,20.8,51.3,Summer
2024-06-05,North,21.5,50.1,Summer
2024-06-06,North,26.4,91.8,Summer
2024-06-07,North,24.1,63.1,Summer
2024-06-08,North,25.4,69.9,Summer
2024-06-09,North,21.4,49.4,Summer
2024-06-10,North,17.3,98.5,Summer
2024-06-11,North,22.0,48.2,Summer
2024-06-12,North,23.4,55.0,Summer
2024-06-13,North,20.3,57.1,Summer
2024-06-14,North,23.4,58.0,Summer
2024-06-15,North,21.9,46.6,Summer
2024-06-16,North,20.3,56.5,Summer
2024-06-17,North,21.6,51.4,Summer
2024-06-18,North,17.7,85.1,Summer
2024-06-19,North,23.3,52.6,Summer
2024-06-20,North,21.5,50.4,Summer
2024-06-21,North,19.6,61.3,Summer
2024-06-22,North,16.8,102.2,Summer
2024-06-23,North,18.6,70.6,Summer
2024-06-24,North,19.6,57.4,Summer
2024-06-25,North,19.1,67.0,Summer
2024-06-26,North,18.9,69.0,Summer
2024-06-27,North,21.2,49.4,Summer
2024-06-28,North,19.4,66.5,Summer
2024-06-29,North,19.1,69.6,Summer
2024-06-30,North,16.1,117.2,Summer
2024-07-01,North,19.9,62.6,Summer
2024-07-02,North,17.5,86.5,Summer
2024-07-03,North,17.4,94.3,Summer
2024-07-04,North,17.6,87.3,Summer
2024-07-05,North,17.0,96.6,Summer
2024-07-06,North,16.0,116.6,Summer
2024-07-07,North,13.9,177.8,Summer
2024-07-08,North,18.4,79.1,Summer
2024-07-09,North,17.7,83.1,Summer
2024-07-10,North,18.8,75.2,Summer
2024-07-11,North,16.0,117.4,Summer
2024-07-12,North,13.2,207.8,Summer
2024-07-13,North,16.5,110.9,Summer
2024-07-14,North,18.4,71.7,Summer
2024-07-15,North,14.6,163.5,Summer
2024-07-16,North,13.6,188.3,Summer
2024-07-17,North,16.6,104.3,Summer
2024-07-18,North,15.2,144.0,Summer
2024-07-19,North,14.8,148.0,Summer
2024-07-20,North,9.8,353.1,Summer
2024-07-21,North,14.7,154.8,Summer
2024-07-22,North,12.5,227.6,Summer
2024-07-23,North,14.6,154.9,Summer
2024-07-24,North,14.3,167.3,Summer
2024-07-25,North,14.3,164.3,Summer
2024-07-26,North,18.7,69.2,Summer
2024-07-27,North,13.1,206.6,Summer
2024-07-28,North,17.0,99.2,Summer
2024-07-29,North,14.0,178.2,Summer
2024-07-30,North,13.3,197.9,Summer
2024-07-31,North,7.2,491.4,Summer
2024-08-01,North,10.6,305.8,Summer
2024-08-02,North,16.8,105.3,Summer
2024-08-03,North,17.2,94.9,Summer
2024-08-04,North,11.7,259.8,Summer
2024-08-05,North,11.4,272.5,Summer
2024-08-06,North,13.6,189.1,Summer
2024-08-07,North,12.2,243.9,Summer
2024-08-08,North,12.3,242.5,Summer
2024-08-09,North,12.4,233.9,Summer
2024-08-10,North,12.1,247.1,Summer
2024-08-11,North,13.0,214.5,Summer
2024-08-12,North,11.0,302.4,Summer
2024-08-13,North,11.2,287.0,Summer
2024-08-14,North,9.4,370.7,Summer
2024-08-15,North,8.2,427.7,Summer
2024-08-16,North,11.1,288.3,Summer
2024-08-17,North,9.3,369.5,Summer
2024-08-18,North,14.1,172.5,Summer
2024-08-19,North,10.1,338.3,Summer
2024-08-20,North,5.7,581.0,Summer
2024-08-21,North,12.9,223.0,Summer
2024-08-22,North,10.7,303.4,Summer
2024-08-23,North,7.9,447.1,Summer
2024-08-24,North,11.0,292.0,Summer
2024-08-25,North,9.5,369.4,Summer
2024-08-26,North,6.8,511.0,Summer
2024-08-27,North,5.4,597.6,Summer
2024-08-28,North,12.7,220.7,Summer
2024-08-29,North,6.8,515.6,Summer
2024-08-30,North,13.3,197.5,Summer
2024-08-31,North,7.3,484.0,Summer
2024-09-01,North,8.3,431.9,Autumn
2024-09-02,North,9.6,361.9,Autumn
2024-09-03,North,10.7,310.6,Autumn
2024-09-04,North,12.8,213.4,Autumn
2024-09-05,North,8.7,404.0,Autumn
2024-09-06,North,9.8,349.7,Autumn
2024-09-07,North,12.0,251.3,Autumn
2024-09-08,North,10.5,309.8,Autumn
2024-09-09,North,10.4,317.9,Autumn
2024-09-10,North,7.9,449.3,Autumn
2024-09-11,North,9.8,351.4,Autumn
2024-09-12,North,5.0,623.1,Autumn
2024-09-13,North,11.1,285.4,Autumn
2024-09-14,North,8.9,389.2,Autumn
2024-09-15,North,10.3,321.4,Autumn
2024-09-16,North,11.4,275.8,Autumn
2024-09-17,North,7.4,471.8,Autumn
2024-09-18,North,10.5,313.5,Autumn
2024-09-19,North,9.0,396.0,Autumn
2024-09-20,North,13.5,191.1,Autumn
2024-09-21,North,8.4,419.0,Autumn
2024-09-22,North,6.0,566.3,Autumn
2024-09-23,North,7.4,472.2,Autumn
2024-09-24,North,7.0,496.4,Autumn
2024-09-25,North,11.5,266.6,Autumn
2024-09-26,North,9.8,347.9,Autumn
2024-09-27,North,7.9,448.8,Autumn
2024-09-28,North,9.2,376.4,Autumn
2024-09-29,North,5.6,594.0,Autumn
2024-09-30,North,7.2,493.5,Autumn
2024-10-01,North,12.6,227.7,Autumn
2024-10-02,North,10.2,330.7,Autumn
2024-10-03,North,6.6,525.9,Autumn
2024-10-04,North,6.9,504.9,Autumn
2024-10-05,North,10.0,340.6,Autumn
2024-10-06,North,4.6,661.9,Autumn
2024-10-07,North,6.5,529.2,Autumn
2024-10-08,North,9.3,375.1,Autumn
2024-10-09,North,12.6,226.9,Autumn
2024-10-10,North,6.3,546.3,Autumn
2024-10-11,North,6.9,501.6,Autumn
2024-10-12,North,9.4,367.3,Autumn
2024-10-13,North,9.1,383.2,Autumn
2024-10-14,North,11.1,292.9,Autumn
2024-10-15,North,8.8,394.1,Autumn
2024-10-16,North,11.7,265.0,Autumn
2024-10-17,North,10.6,304.2,Autumn
2024-10-18,North,11.0,290.7,Autumn
2024-10-19,North,10.8,304.9,Autumn
2024-10-20,North,9.0,387.1,Autumn
2024-10-21,North,6.5,532.2,Autumn
2024-10-22,North,9.9,341.1,Autumn
2024-10-23,North,8.5,414.1,Autumn
2024-10-24,North,10.8,305.0,Autumn
2024-10-25,North,10.2,326.4,Autumn
2024-10-26,North,1.1,922.0,Autumn
2024-10-27,North,9.4,368.4,Autumn
2024-10-28,North,13.0,216.0,Autumn
2024-10-29,North,11.5,267.4,Autumn
2024-10-30,North,8.9,388.2,Autumn
2024-10-31,North,10.0,342.4,Autumn
2024-11-01,North,6.9,511.1,Autumn
2024-11-02,North,10.2,330.8,Autumn
2024-11-03,North,10.3,321.3,Autumn
2024-11-04,North,11.1,280.6,Autumn
2024-11-05,North,8.5,414.0,Autumn
2024-11-06,North,14.7,156.6,Autumn
2024-11-07,North,8.7,405.9,Autumn
2024-11-08,North,6.5,527.6,Autumn
2024-11-09,North,7.9,446.4,Autumn
2024-11-10,North,13.4,199.7,Autumn
2024-11-11,North,9.4,370.9,Autumn
2024-11-12,North,9.8,349.0,Autumn
2024-11-13,North,10.3,326.8,Autumn
2024-11-14,North,10.5,315.0,Autumn
2024-11-15,North,13.4,196.9,Autumn
2024-11-16,North,13.6,196.2,Autumn
2024-11-17,North,7.3,482.8,Autumn
2024-11-18,North,9.9,340.6,Autumn
2024-11-19,North,9.2,384.5,Autumn
2024-11-20,North,10.2,325.9,Autumn
2024-11-21,North,10.8,300.7,Autumn
2024-11-22,North,10.6,311.9,Autumn
2024-11-23,North,11.7,261.4,Autumn
2024-11-24,North,12.6,219.8,Autumn
2024-11-25,North,11.3,278.3,Autumn
2024-11-26,North,14.4,168.1,Autumn
2024-11-27,North,12.2,244.4,Autumn
2024-11-28,North,11.7,263.5,Autumn
2024-11-29,North,12.5,231.7,Autumn
2024-11-30,North,17.2,97.4,Autumn
2024-12-01,North,15.0,147.6,Winter
2024-12-02,North,15.9,127.5,Winter
2024-12-03,North,16.6,109.9,Winter
2024-12-04,North,14.8,153.7,Winter
2024-12-05,North,9.4,364.9,Winter
2024-12-06,North,13.4,204.2,Winter
2024-12-07,North,12.0,247.7,Winter
2024-12-08,North,12.8,220.3,Winter
2024-12-09,North,13.8,185.6,Winter
2024-12-10,North,16.0,122.6,Winter
2024-12-11,North,16.2,117.0,Winter
2024-12-12,North,16.9,104.3,Winter
2024-12-13,North,14.7,158.3,Winter
2024-12-14,North,11.8,254.7,Winter
2024-12-15,North,13.8,184.9,Winter
2024-12-16,North,14.0,177.7,Winter
2024-12-17,North,13.8,184.5,Winter
2024-12-18,North,17.0,103.2,Winter
2024-12-19,North,17.7,87.3,Winter
2024-12-20,North,16.2,115.7,Winter
2024-12-21,North,14.6,153.5,Winter
2024-12-22,North,16.1,121.0,Winter
2024-12-23,North,20.3,57.4,Winter
2024-12-24,North,16.1,121.9,Winter
2024-12-25,North,16.4,112.1,Winter
2024-12-26,North,19.4,65.5,Winter
2024-12-27,North,17.8,89.5,Winter
2024-12-28,North,14.8,160.5,Winter
2024-12-29,North,14.7,156.6,Winter
2020-01-01,Center,26.0,92.4,Winter
2020-01-02,Center,23.8,59.8,Winter
2020-01-03,Center,23.3,47.8,Winter
2020-01-04,Center,26.4,83.9,Winter
2020-01-05,Center,26.8,100.5,Winter
2020-01-06,Center,26.6,96.1,Winter
2020-01-07,Center,25.7,76.2,Winter
2020-01-08,Center,23.7,53.6,Winter
2020-01-09,Center,20.7,54.9,Winter
2020-01-10,Center,25.7,79.1,Winter
2020-01-11,Center,25.7,76.5,Winter
2020-01-12,Center,25.4,73.1,Winter
2020-01-13,Center,26.0,79.3,Winter
2020-01-14,Center,27.7,113.4,Winter
2020-01-15,Center,31.2,219.6,Winter
2020-01-16,Center,28.3,127.7,Winter
2020-01-17,Center,29.9,174.6,Winter
2020-01-18,Center,26.0,79.4,Winter
2020-01-19,Center,27.3,109.3,Winter
2020-01-20,Center,25.9,71.8,Winter
2020-01-21,Center,26.4,88.6,Winter
2020-01-22,Center,29.7,165.1,Winter
2020-01-23,Center,26.7,93.7,Winter
2020-01-24,Center,27.2,97.8,Winter
2020-01-25,Center,27.9,120.3,Winter
2020-01-26,Center,29.6,167.8,Winter
2020-01-27,Center,27.2,103.3,Winter
2020-01-28,Center,30.5,192.5,Winter
2020-01-29,Center,29.0,150.9,Winter
2020-01-30,Center,30.3,191.3,Winter
2020-01-31,Center,31.9,251.6,Winter
2020-02-01,Center,30.5,192.4,Winter
2020-02-02,Center,27.0,99.6,Winter
2020-02-03,Center,28.3,130.0,Winter
2020-02-04,Center,31.2,220.0,Winter
2020-02-05,Center,31.0,211.0,Winter
2020-02-06,Center,28.8,139.8,Winter
2020-02-07,Center,30.5,191.4,Winter
2020-02-08,Center,33.2,302.7,Winter
2020-02-09,Center,31.7,238.7,Winter
2020-02-10,Center,31.2,220.5,Winter
2020-02-11,Center,30.7,200.1,Winter
2020-02-12,Center,33.5,308.7,Winter
2020-02-13,Center,35.0,386.4,Winter
2020-02-14,Center,33.4,310.7,Winter
2020-02-15,Center,32.9,285.5,Winter
2020-02-16,Center,30.5,197.2,Winter
2020-02-17,Center,35.1,390.6,Winter
2020-02-18,Center,30.6,187.3,Winter
2020-02-19,Center,32.2,260.4,Winter
2020-02-20,Center,32.0,253.1,Winter
2020-02-21,Center,33.4,311.0,Winter
2020-02-22,Center,26.8,103.0,Winter
2020-02-23,Center,35.3,400.2,Winter
2020-02-24,Center,33.8,327.2,Winter
2020-02-25,Center,35.2,404.2,Winter
2020-02-26,Center,31.5,235.3,Winter
2020-02-27,Center,31.3,222.5,Winter
2020-02-28,Center,33.8,322.3,Winter
2020-02-29,Center,33.8,326.3,Winter
2020-03-01,Center,31.4,231.7,Spring
2020-03-02,Center,29.8,178.4,Spring
2020-03-03,Center,37.1,507.8,Spring
2020-03-04,Center,34.7,374.7,Spring
2020-03-05,Center,35.4,408.5,Spring
2020-03-06,Center,36.8,492.0,Spring
2020-03-07,Center,36.0,443.3,Spring
2020-03-08,Center,35.6,424.2,Spring
2020-03-09,Center,34.7,374.1,Spring
2020-03-10,Center,32.9,289.3,Spring
2020-03-11,Center,30.0,177.3,Spring
2020-03-12,Center,33.1,299.7,Spring
2020-03-13,Center,35.0,393.8,Spring
2020-03-14,Center,32.6,275.2,Spring
2020-03-15,Center,34.6,369.7,Spring
2020-03-16,Center,31.6,233.7,Spring
2020-03-17,Center,36.2,448.9,Spring
2020-03-18,Center,38.0,559.7,Spring
2020-03-19,Center,35.0,386.9,Spring
2020-03-20,Center,35.8,431.4,Spring
2020-03-21,Center,37.5,530.6,Spring
2020-03-22,Center,33.8,326.6,Spring
2020-03-23,Center,37.6,533.1,Spring
2020-03-24,Center,36.2,453.5,Spring
2020-03-25,Center,36.6,477.6,Spring
2020-03-26,Center,32.7,275.0,Spring
2020-03-27,Center,33.6,319.1,Spring
2020-03-28,Center,33.9,333.6,Spring
2020-03-29,Center,36.5,465.3,Spring
2020-03-30,Center,34.0,339.3,Spring
2020-03-31,Center,34.3,354.7,Spring
2020-04-01,Center,33.1,298.4,Spring
2020-04-02,Center,37.6,532.7,Spring
2020-04-03,Center,35.9,439.7,Spring
2020-04-04,Center,33.5,315.0,Spring
2020-04-05,Center,33.4,306.2,Spring
2020-04-06,Center,37.1,503.1,Spring
2020-04-07,Center,32.1,250.7,Spring
2020-04-08,Center,37.9,558.2,Spring
2020-04-09,Center,36.6,475.9,Spring
2020-04-10,Center,35.2,398.8,Spring
2020-04-11,Center,35.6,424.3,Spring
2020-04-12,Center,36.7,480.3,Spring
2020-04-13,Center,33.9,331.4,Spring
2020-04-14,Center,34.3,352.1,Spring
2020-04-15,Center,38.6,601.8,Spring
2020-04-16,Center,33.9,335.8,Spring
2020-04-17,Center,32.8,281.1,Spring
2020-04-18,Center,33.2,297.2,Spring
2020-04-19,Center,40.2,707.9,Spring
2020-04-20,Center,36.4,469.5,Spring
2020-04-21,Center,33.9,334.5,Spring
2020-04-22,Center,31.0,210.5,Spring
2020-04-23,Center,38.7,609.2,Spring
2020-04-24,Center,30.3,184.8,Spring
2020-04-25,Center,36.1,454.0,Spring
2020-04-26,Center,36.2,448.9,Spring
2020-04-27,Center,34.2,346.9,Spring
2020-04-28,Center,36.9,497.3,Spring
2020-04-29,Center,32.1,253.3,Spring
2020-04-30,Center,32.4,269.4,Spring
2020-05-01,Center,36.9,493.0,Spring
2020-05-02,Center,35.8,429.9,Spring
2020-05-03,Center,33.4,313.4,Spring
2020-05-04,Center,33.4,310.4,Spring
2020-05-05,Center,29.9,172.0,Spring
2020-05-06,Center,34.6,365.4,Spring
2020-05-07,Center,35.9,436.4,Spring
2020-05-08,Center,34.4,361.9,Spring
2020-05-09,Center,30.1,185.4,Spring
2020-05-10,Center,36.3,459.1,Spring
2020-05-11,Center,34.6,367.7,Spring
2020-05-12,Center,32.9,287.9,Spring
2020-05-13,Center,33.8,326.6,Spring
2020-05-14,Center,29.7,170.1,Spring
2020-05-15,Center,28.8,141.0,Spring
2020-05-16,Center,33.8,325.9,Spring
2020-05-17,Center,30.8,207.6,Spring
2020-05-18,Center,29.1,154.4,Spring
2020-05-19,Center,28.6,136.4,Spring
2020-05-20,Center,30.8,209.0,Spring
2020-05-21,Center,30.4,195.4,Spring
2020-05-22,Center,30.2,182.3,Spring
2020-05-23,Center,30.2,188.0,Spring
2020-05-24,Center,31.8,244.7,Spring
2020-05-25,Center,27.8,113.5,Spring
2020-05-26,Center,31.5,228.2,Spring
2020-05-27,Center,26.7,100.6,Spring
2020-05-28,Center,29.0,151.8,Spring
